Dex Name,Router Address,Factory Address,Chain Name,Chain ID,Pair Name,Token0 Address,Token1 Address,Pair Address
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ADA_BAKE,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,0x89F7CDECA64A6Ac5A19F825ee04c4b0aF05d33DC
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ADA_BSW,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,0x0a91bDFcC498F21d0C769BfbD7EfC215bbB6bF60
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ADA_BTT,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,0x8595f9da7b868b1822194faed312235e43007b49,0x64b4a530503212EDd50e6884DDa2499F54949b2c
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ADA_TRX,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,0x85eac5ac2f758618dfa09bdbe0cf174e7d574d5b,0xe51D027F6Bdc1174A0C38Cb52F94B5369a6f49c4
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ADA_USDT,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,0x55d398326f99059ff775485246999027b3197955,0x6e09959cC977bAF4D9097dE48178BDF155858FFE
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ADA_WBNB,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x8860922Eb2795aB0D57363653Dd7EBf18D7c0A42
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ADA_WETH,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,0x2170ed0880ac9a755fd29b2688956bd959f933f8,0x136a588324B227368B175D6764D59A60181A5dd5
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AIRT_BSW,0x016CF83732f1468150D87dCC5BdF67730B3934D3,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,0xD41b363f57154Cb88F81c048Bd6E59a9C7c76eAC
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AIRT_BUSD,0x016CF83732f1468150D87dCC5BdF67730B3934D3,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x019eD15adc8DEF508dD72dB915b44D48524b8962
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AIRT_USDT,0x016CF83732f1468150D87dCC5BdF67730B3934D3,0x55d398326f99059ff775485246999027b3197955,0xa368e79BD17F70D31981daA1f5245e9345a7A693
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,AIRT_WBNB,0x016CF83732f1468150D87dCC5BdF67730B3934D3,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x80A71d7174e622b8913C25ACB327Dc06F4fd372d
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALIX_WETH,0xaF6Bd11A6F8f9c44b9D18f5FA116E403db599f8E,0x2170ed0880ac9a755fd29b2688956bd959f933f8,0xd8a247791b90477AF8415F249149944691C65f49
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALPACA_BSW,0x8f0528ce5ef7b51152a59745befdd91d97091d2f,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,0x7c5376c07389a36E4CE2D58728DD0B2De0a0Bc69
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALPACA_BUSD,0x8f0528ce5ef7b51152a59745befdd91d97091d2f,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x8410c28A6e4074a148F9205712C6b54d12F7282C
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALPACA_USDT,0x8f0528ce5ef7b51152a59745befdd91d97091d2f,0x55d398326f99059ff775485246999027b3197955,0x23E60e4E72a66D19Cd0281FCAf6Aac10C91bA5bc
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALPACA_WBNB,0x8f0528ce5ef7b51152a59745befdd91d97091d2f,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xF25932f2279701F576A64D91Cced3Ea573aD0116
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALPHA_BSW,0xa1faa113cbe53436df28ff0aee54275c13b40975,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,0xda20272b803349755c255f42f99c01862b2B27C5
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALPHA_BUSD,0xa1faa113cbe53436df28ff0aee54275c13b40975,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x81BbBa8427338102Dd51bbC7934945876F443944
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALPHA_WBNB,0xa1faa113cbe53436df28ff0aee54275c13b40975,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x5ea2efFB38a84Fb95e7B7713f0c10BDA99b25A9F
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALU_BSW,0x8263CD1601FE73C066bf49cc09841f35348e3be0,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,0x01a5819D9b4aDe791E4d30f553CAF85Cb06c24B7
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALU_BUSD,0x8263CD1601FE73C066bf49cc09841f35348e3be0,0xe9e7cea3dedca5984780bafc599bd69add087d56,0xB98B550815166011DFE31a5B4ae045f7467723C6
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALU_USDT,0x8263CD1601FE73C066bf49cc09841f35348e3be0,0x55d398326f99059ff775485246999027b3197955,0x75771E0Bc728be8d0e40E59ca0FdC6472145e39F
BiSwap,0x3a6d8cA21D1CF76F653A67577FA0D27453350dD8,0x858E3312ed3A876947EA49d572A7C42DE08af7EE,bsc,56,ALU_WBNB,0x8263CD1601FE73C066bf49cc09841f35348e3be0,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xca7172132824954667AAD12600450097D04D7b29
PancakeSwap,0x05ff2b0db69458a0750badebc4f9e13add608c7f,0xBCfCcbde45cE874adCB698cC183deBcF17952812,bsc,56,,0xFeea0bDd3D07eb6FE305938878C0caDBFa169042,0x007EA5C0Ea75a8DF45D288a4debdD5bb633F9e56,0x0378bfA9D0afD1aDBBD6b5CaDF0a1C0b7AE156Bb
